Store,Date,Weekly_Sales,Holiday_Flag,Temperature,Fuel_Price,CPI,Unemployment,Year,Month_Name,Week_of_Year,Quarter,christmas_week,is_christmas_week,Cleaned_Weekly_Sales
12,2010-02-12,1117863.33,1,47.87,2.946,126.4962581,13.975,2010,February,6,1,51,0,1117863.33
12,2010-02-19,1095421.65,0,54.83,2.915,126.5262857,13.975,2010,February,7,1,51,0,1095421.65
12,2010-02-26,1048617.17,0,50.23,2.825,126.5522857,13.975,2010,February,8,1,51,0,1048617.17
12,2010-03-05,1077018.27,0,53.77,2.987,126.5782857,13.975,2010,March,9,1,51,0,1077018.27
12,2010-03-12,985594.23,0,50.11,2.925,126.6042857,13.975,2010,March,10,1,51,0,985594.23
12,2010-03-19,972088.34,0,59.57,3.054,126.6066452,13.975,2010,March,11,1,51,0,972088.34
12,2010-03-26,981615.81,0,60.06,3.083,126.6050645,13.975,2010,March,12,1,51,0,981615.81
12,2010-04-02,1011822.3,0,59.84,3.086,126.6034839,14.099,2010,April,13,2,51,0,1011822.3
12,2010-04-09,1041238.87,0,59.25,3.09,126.6019032,14.099,2010,April,14,2,51,0,1041238.87
12,2010-04-16,957997.52,0,64.95,3.109,126.5621,14.099,2010,April,15,2,51,0,957997.52
12,2010-04-23,993833.44,0,64.55,3.05,126.4713333,14.099,2010,April,16,2,51,0,993833.44
12,2010-04-30,954220.22,0,67.38,3.105,126.3805667,14.099,2010,April,17,2,51,0,954220.22
12,2010-05-07,1043240.27,0,70.15,3.127,126.2898,14.099,2010,May,18,2,51,0,1043240.27
12,2010-05-14,966054.97,0,68.44,3.145,126.2085484,14.099,2010,May,19,2,51,0,966054.97
12,2010-05-21,958374.56,0,76.2,3.12,126.1843871,14.099,2010,May,20,2,51,0,958374.56
12,2010-05-28,955451.16,0,67.84,3.058,126.1602258,14.099,2010,May,21,2,51,0,955451.16
12,2010-06-04,1049357.36,0,81.39,2.941,126.1360645,14.099,2010,June,22,2,51,0,1049357.36
12,2010-06-11,1016039.71,0,90.84,2.949,126.1119032,14.099,2010,June,23,2,51,0,1016039.71
12,2010-06-18,956211.2,0,81.06,3.043,126.114,14.099,2010,June,24,2,51,0,956211.2
12,2010-06-25,958007.69,0,87.27,3.084,126.1266,14.099,2010,June,25,2,51,0,958007.69
12,2010-07-02,951957.31,0,91.98,3.105,126.1392,14.18,2010,July,26,3,51,0,951957.31
12,2010-07-09,943506.28,0,90.37,3.1,126.1518,14.18,2010,July,27,3,51,0,943506.28
12,2010-07-16,916402.76,0,97.18,3.094,126.1498065,14.18,2010,July,28,3,51,0,916402.76
12,2010-07-23,912403.67,0,99.22,3.112,126.1283548,14.18,2010,July,29,3,51,0,912403.67
12,2010-07-30,913548.25,0,96.31,3.017,126.1069032,14.18,2010,July,30,3,51,0,913548.25
12,2010-08-06,967576.95,0,92.95,3.123,126.0854516,14.18,2010,August,31,3,51,0,967576.95
12,2010-08-13,928264.4,0,87.01,3.159,126.064,14.18,2010,August,32,3,51,0,928264.4
12,2010-08-20,948447.34,0,92.81,3.041,126.0766452,14.18,2010,August,33,3,51,0,948447.34
12,2010-08-27,1004516.46,0,93.19,3.129,126.0892903,14.18,2010,August,34,3,51,0,1004516.46
12,2010-09-03,1075758.55,0,83.12,3.087,126.1019355,14.18,2010,September,35,3,51,0,1075758.55
12,2010-09-10,903119.03,1,83.63,3.044,126.1145806,14.18,2010,September,36,3,51,0,903119.03
12,2010-09-17,852882.61,0,82.45,3.028,126.1454667,14.18,2010,September,37,3,51,0,852882.61
12,2010-09-24,851919.34,0,81.77,2.939,126.1900333,14.18,2010,September,38,3,51,0,851919.34
12,2010-10-01,850936.26,0,85.2,3.001,126.2346,14.313,2010,October,39,4,51,0,850936.26
12,2010-10-08,918335.68,0,71.82,3.013,126.2791667,14.313,2010,October,40,4,51,0,918335.68
12,2010-10-15,862419.84,0,75.0,2.976,126.3266774,14.313,2010,October,41,4,51,0,862419.84
12,2010-10-22,857883.46,0,68.85,3.014,126.3815484,14.313,2010,October,42,4,51,0,857883.46
12,2010-10-29,955294.7,0,61.09,3.016,126.4364194,14.313,2010,October,43,4,51,0,955294.7
12,2010-11-05,929690.71,0,65.49,3.129,126.4912903,14.313,2010,November,44,4,51,0,929690.71
12,2010-11-12,942475.24,0,57.79,3.13,126.5461613,14.313,2010,November,45,4,51,0,942475.24
12,2010-11-19,894493.7,0,58.18,3.161,126.6072,14.313,2010,November,46,4,51,0,894493.7
12,2010-11-26,1601377.41,1,47.66,3.162,126.6692667,14.313,2010,November,47,4,51,0,1601377.41
12,2010-12-03,1069533.17,0,43.33,3.041,126.7313333,14.313,2010,December,48,4,51,0,1069533.17
12,2010-12-10,1121934.15,0,50.01,3.203,126.7934,14.313,2010,December,49,4,51,0,1121934.15
12,2010-12-17,1295605.35,0,52.77,3.236,126.8794839,14.313,2010,December,50,4,51,1,1295605.35
12,2010-12-24,1768249.89,0,52.02,3.236,126.9835806,14.313,2010,December,51,4,51,0,1768249.89
12,2010-12-31,891736.91,1,45.64,3.148,127.0876774,14.313,2010,December,52,4,51,0,891736.91
12,2011-01-07,910110.24,0,37.64,3.287,127.1917742,14.021,2011,January,1,1,51,0,910110.24
12,2011-01-14,812011.8,0,43.15,3.312,127.3009355,14.021,2011,January,2,1,51,0,812011.8
12,2011-01-21,802105.5,0,53.53,3.223,127.4404839,14.021,2011,January,3,1,51,0,802105.5
12,2011-01-28,873119.06,0,50.74,3.342,127.5800323,14.021,2011,January,4,1,51,0,873119.06
12,2011-02-04,1046068.17,0,45.14,3.348,127.7195806,14.021,2011,February,5,1,51,0,1046068.17
12,2011-02-11,1086421.57,1,51.3,3.381,127.859129,14.021,2011,February,6,1,51,0,1086421.57
12,2011-02-18,1128485.1,0,53.35,3.43,127.99525,14.021,2011,February,7,1,51,0,1128485.1
12,2011-02-25,1046203.72,0,48.45,3.53,128.13,14.021,2011,February,8,1,51,0,1046203.72
12,2011-03-04,1085248.21,0,51.72,3.674,128.26475,14.021,2011,March,9,1,51,0,1085248.21
12,2011-03-11,997672.62,0,57.75,3.818,128.3995,14.021,2011,March,10,1,51,0,997672.62
12,2011-03-18,1009502.01,0,64.21,3.692,128.5121935,14.021,2011,March,11,1,51,0,1009502.01
12,2011-03-25,954107.32,0,54.4,3.909,128.6160645,14.021,2011,March,12,1,51,0,954107.32
12,2011-04-01,1005463.49,0,63.63,3.772,128.7199355,13.736,2011,April,13,2,51,0,1005463.49
12,2011-04-08,998362.05,0,64.47,4.003,128.8238065,13.736,2011,April,14,2,51,0,998362.05
12,2011-04-15,990951.77,0,57.63,3.868,128.9107333,13.736,2011,April,15,2,51,0,990951.77
12,2011-04-22,1016019.47,0,72.12,4.134,128.9553,13.736,2011,April,16,2,51,0,1016019.47
12,2011-04-29,994966.1,0,68.27,4.151,128.9998667,13.736,2011,April,17,2,51,0,994966.1
12,2011-05-06,1021154.48,0,68.4,4.193,129.0444333,13.736,2011,May,18,2,51,0,1021154.48
12,2011-05-13,977033.5,0,70.93,4.202,129.089,13.736,2011,May,19,2,51,0,977033.5
12,2011-05-20,924134.99,0,66.59,4.169,129.0756774,13.736,2011,May,20,2,51,0,924134.99
12,2011-05-27,964332.51,0,76.67,4.087,129.0623548,13.736,2011,May,21,2,51,0,964332.51
12,2011-06-03,970328.68,0,71.81,4.031,129.0490323,13.736,2011,June,22,2,51,0,970328.68
12,2011-06-10,996937.95,0,78.72,3.981,129.0357097,13.736,2011,June,23,2,51,0,996937.95
12,2011-06-17,986504.93,0,86.84,3.935,129.0432,13.736,2011,June,24,2,51,0,986504.93
12,2011-06-24,997282.75,0,88.95,3.898,129.0663,13.736,2011,June,25,2,51,0,997282.75
12,2011-07-01,961993.34,0,89.85,3.842,129.0894,13.503,2011,July,26,3,51,0,961993.34
12,2011-07-08,943717.38,0,89.9,3.705,129.1125,13.503,2011,July,27,3,51,0,943717.38
12,2011-07-15,936001.98,0,88.1,3.692,129.1338387,13.503,2011,July,28,3,51,0,936001.98
12,2011-07-22,922231.92,0,91.17,3.794,129.1507742,13.503,2011,July,29,3,51,0,922231.92
12,2011-07-29,890547.07,0,93.29,3.805,129.1677097,13.503,2011,July,30,3,51,0,890547.07
12,2011-08-05,988712.52,0,90.61,3.803,129.1846452,13.503,2011,August,31,3,51,0,988712.52
12,2011-08-12,955913.68,0,91.04,3.701,129.2015806,13.503,2011,August,32,3,51,0,955913.68
12,2011-08-19,966817.24,0,91.74,3.743,129.2405806,13.503,2011,August,33,3,51,0,966817.24
12,2011-08-26,1017593.47,0,94.61,3.74,129.2832581,13.503,2011,August,34,3,51,0,1017593.47
12,2011-09-02,1052051.45,0,93.66,3.798,129.3259355,13.503,2011,September,35,3,51,0,1052051.45
12,2011-09-09,922850.57,1,88.0,3.913,129.3686129,13.503,2011,September,36,3,51,0,922850.57
12,2011-09-16,889290.23,0,76.36,3.918,129.4306,13.503,2011,September,37,3,51,0,889290.23
12,2011-09-23,871692.74,0,82.95,3.789,129.5183333,13.503,2011,September,38,3,51,0,871692.74
12,2011-09-30,866401.45,0,83.26,3.877,129.6060667,13.503,2011,September,39,3,51,0,866401.45
12,2011-10-07,951244.66,0,70.44,3.827,129.6938,12.89,2011,October,40,4,51,0,951244.66
12,2011-10-14,927600.01,0,67.31,3.805,129.7706452,12.89,2011,October,41,4,51,0,927600.01
12,2011-10-21,938604.58,0,73.05,3.842,129.7821613,12.89,2011,October,42,4,51,0,938604.58
12,2011-10-28,990926.38,0,67.41,3.727,129.7936774,12.89,2011,October,43,4,51,0,990926.38
12,2011-11-04,1051944.79,0,59.77,3.828,129.8051935,12.89,2011,November,44,4,51,0,1051944.79
12,2011-11-11,1095091.53,0,48.76,3.824,129.8167097,12.89,2011,November,45,4,51,0,1095091.53
12,2011-11-18,970641.34,0,54.2,3.813,129.8268333,12.89,2011,November,46,4,51,0,970641.34
12,2011-11-25,1591920.42,1,53.25,3.622,129.8364,12.89,2011,November,47,4,51,0,1591920.42
12,2011-12-02,1071383.1,0,52.5,3.701,129.8459667,12.89,2011,December,48,4,51,0,1071383.1
12,2011-12-09,1189646.45,0,42.17,3.644,129.8555333,12.89,2011,December,49,4,51,0,1189646.45
12,2011-12-16,1293404.18,0,43.29,3.6,129.8980645,12.89,2011,December,50,4,51,1,1293404.18
12,2011-12-23,1617612.03,0,45.4,3.541,129.9845484,12.89,2011,December,51,4,51,0,1617612.03
12,2011-12-30,1111638.07,1,44.64,3.428,130.0710323,12.89,2011,December,52,4,51,0,1111638.07
12,2012-01-06,945823.65,0,50.43,3.599,130.1575161,12.187,2012,January,1,1,52,0,945823.65
12,2012-01-13,865467.86,0,48.07,3.657,130.244,12.187,2012,January,2,1,52,0,865467.86
12,2012-01-20,855922.64,0,46.2,3.66,130.2792258,12.187,2012,January,3,1,52,0,855922.64
12,2012-01-27,888203.69,0,50.43,3.675,130.3144516,12.187,2012,January,4,1,52,0,888203.69
12,2012-02-03,1058767.95,0,50.58,3.702,130.3496774,12.187,2012,February,5,1,52,0,1058767.95
12,2012-02-10,1199330.85,1,52.27,3.722,130.3849032,12.187,2012,February,6,1,52,0,1199330.85
12,2012-02-17,1240048.85,0,51.8,3.781,130.4546207,12.187,2012,February,7,1,52,0,1240048.85
12,2012-02-24,1112034.72,0,53.13,3.95,130.5502069,12.187,2012,February,8,1,52,0,1112034.72
12,2012-03-02,1147636.96,0,52.27,4.178,130.6457931,12.187,2012,March,9,1,52,0,1147636.96
12,2012-03-09,1113208.57,0,54.54,4.25,130.7413793,12.187,2012,March,10,1,52,0,1113208.57
12,2012-03-16,1088498.52,0,64.44,4.273,130.8261935,12.187,2012,March,11,1,52,0,1088498.52
12,2012-03-23,1045419.87,0,56.26,4.038,130.8966452,12.187,2012,March,12,1,52,0,1045419.87
12,2012-03-30,1025382.22,0,64.36,4.294,130.9670968,12.187,2012,March,13,1,52,0,1025382.22
12,2012-04-06,1128765.71,0,64.05,4.121,131.0375484,11.627,2012,April,14,2,52,0,1128765.71
12,2012-04-13,1083811.19,0,64.28,4.254,131.108,11.627,2012,April,15,2,52,0,1083811.19
12,2012-04-20,1006486.96,0,66.73,4.222,131.1173333,11.627,2012,April,16,2,52,0,1006486.96
12,2012-04-27,1004252.38,0,77.99,4.193,131.1266667,11.627,2012,April,17,2,52,0,1004252.38
12,2012-05-04,1073433.69,0,76.03,4.171,131.136,11.627,2012,May,18,2,52,0,1073433.69
12,2012-05-11,1041995.22,0,77.27,4.186,131.1453333,11.627,2012,May,19,2,52,0,1041995.22
12,2012-05-18,1020486.05,0,84.51,4.11,131.0983226,11.627,2012,May,20,2,52,0,1020486.05
12,2012-05-25,991514.21,0,83.84,4.293,131.0287742,11.627,2012,May,21,2,52,0,991514.21
12,2012-06-01,981345.2,0,78.11,4.277,130.9592258,11.627,2012,June,22,2,52,0,981345.2
12,2012-06-08,1086231.47,0,84.83,4.103,130.8896774,11.627,2012,June,23,2,52,0,1086231.47
12,2012-06-15,1019555.51,0,85.94,4.144,130.8295333,11.627,2012,June,24,2,52,0,1019555.51
12,2012-06-22,981386.25,0,91.61,4.014,130.7929,11.627,2012,June,25,2,52,0,981386.25
12,2012-06-29,943124.74,0,90.47,3.875,130.7562667,11.627,2012,June,26,2,52,0,943124.74
12,2012-07-06,1014898.78,0,89.13,3.765,130.7196333,10.926,2012,July,27,3,52,0,1014898.78
12,2012-07-13,960312.75,0,95.61,3.723,130.683,10.926,2012,July,28,3,52,0,960312.75
12,2012-07-20,941550.34,0,85.53,3.726,130.7012903,10.926,2012,July,29,3,52,0,941550.34
12,2012-07-27,916967.92,0,93.47,3.769,130.7195806,10.926,2012,July,30,3,52,0,916967.92
12,2012-08-03,958667.23,0,88.16,3.76,130.737871,10.926,2012,August,31,3,52,0,958667.23
12,2012-08-10,984689.9,0,95.91,3.811,130.7561613,10.926,2012,August,32,3,52,0,984689.9
12,2012-08-17,1005003.12,0,94.87,4.002,130.7909677,10.926,2012,August,33,3,52,0,1005003.12
12,2012-08-24,1048101.39,0,85.32,4.055,130.8381613,10.926,2012,August,34,3,52,0,1048101.39
12,2012-08-31,1061943.49,0,89.78,4.093,130.8853548,10.926,2012,August,35,3,52,0,1061943.49
12,2012-09-07,955146.04,1,88.52,4.124,130.9325484,10.926,2012,September,36,3,52,0,955146.04
12,2012-09-14,885892.37,0,83.64,4.133,130.9776667,10.926,2012,September,37,3,52,0,885892.37
12,2012-09-21,922735.37,0,82.97,4.125,131.0103333,10.926,2012,September,38,3,52,0,922735.37
12,2012-09-28,880415.67,0,81.22,3.966,131.043,10.926,2012,September,39,3,52,0,880415.67
12,2012-10-05,979825.92,0,81.61,3.966,131.0756667,10.199,2012,October,40,4,52,0,979825.92
12,2012-10-12,934917.47,0,71.74,4.468,131.1083333,10.199,2012,October,41,4,52,0,934917.47
12,2012-10-19,960945.43,0,68.66,4.449,131.1499677,10.199,2012,October,42,4,52,0,960945.43
12,2012-10-26,974697.6,0,65.95,4.301,131.1930968,10.199,2012,October,43,4,52,0,974697.6
13,2010-02-05,1967220.53,0,31.53,2.666,126.4420645,8.316,2010,February,5,1,51,0,1967220.53
13,2010-02-12,2030933.46,1,33.16,2.671,126.4962581,8.316,2010,February,6,1,51,0,2030933.46
13,2010-02-19,1970274.64,0,35.7,2.654,126.5262857,8.316,2010,February,7,1,51,0,1970274.64
13,2010-02-26,1817850.32,0,29.98,2.667,126.5522857,8.316,2010,February,8,1,51,0,1817850.32
13,2010-03-05,1939980.43,0,40.65,2.681,126.5782857,8.316,2010,March,9,1,51,0,1939980.43
13,2010-03-12,1840686.94,0,37.62,2.733,126.6042857,8.316,2010,March,10,1,51,0,1840686.94
13,2010-03-19,1879794.89,0,42.49,2.782,126.6066452,8.316,2010,March,11,1,51,0,1879794.89
13,2010-03-26,1882095.98,0,41.48,2.819,126.6050645,8.316,2010,March,12,1,51,0,1882095.98
13,2010-04-02,2142482.14,0,42.15,2.842,126.6034839,8.107,2010,April,13,2,51,0,2142482.14
13,2010-04-09,1898321.33,0,38.97,2.877,126.6019032,8.107,2010,April,14,2,51,0,1898321.33
13,2010-04-16,1819660.44,0,50.39,2.915,126.5621,8.107,2010,April,15,2,51,0,1819660.44
13,2010-04-23,1909330.77,0,55.66,2.936,126.4713333,8.107,2010,April,16,2,51,0,1909330.77
13,2010-04-30,1785823.37,0,48.33,2.941,126.3805667,8.107,2010,April,17,2,51,0,1785823.37
13,2010-05-07,2005478.46,0,44.42,2.948,126.2898,8.107,2010,May,18,2,51,0,2005478.46
13,2010-05-14,1890273.44,0,50.15,2.962,126.2085484,8.107,2010,May,19,2,51,0,1890273.44
13,2010-05-21,1853657.6,0,57.71,2.95,126.1843871,8.107,2010,May,20,2,51,0,1853657.6
13,2010-05-28,1877358.86,0,53.11,2.908,126.1602258,8.107,2010,May,21,2,51,0,1877358.86
13,2010-06-04,2022705.22,0,59.85,2.871,126.1360645,8.107,2010,June,22,2,51,0,2022705.22
13,2010-06-11,2037880.96,0,65.24,2.841,126.1119032,8.107,2010,June,23,2,51,0,2037880.96
13,2010-06-18,2003435.31,0,58.41,2.819,126.114,8.107,2010,June,24,2,51,0,2003435.31
13,2010-06-25,1970340.25,0,71.83,2.82,126.1266,8.107,2010,June,25,2,51,0,1970340.25
13,2010-07-02,2018314.71,0,78.82,2.814,126.1392,7.951,2010,July,26,3,51,0,2018314.71
13,2010-07-09,1870843.9,0,71.33,2.802,126.1518,7.951,2010,July,27,3,51,0,1870843.9
13,2010-07-16,1932231.05,0,77.79,2.791,126.1498065,7.951,2010,July,28,3,51,0,1932231.05
13,2010-07-23,1907351.2,0,82.27,2.797,126.1283548,7.951,2010,July,29,3,51,0,1907351.2
13,2010-07-30,1817887.23,0,78.94,2.797,126.1069032,7.951,2010,July,30,3,51,0,1817887.23
13,2010-08-06,1969121.45,0,81.24,2.802,126.0854516,7.951,2010,August,31,3,51,0,1969121.45
13,2010-08-13,1877592.55,0,74.93,2.837,126.064,7.951,2010,August,32,3,51,0,1877592.55
13,2010-08-20,1997397.63,0,76.34,2.85,126.0766452,7.951,2010,August,33,3,51,0,1997397.63
13,2010-08-27,1908278.27,0,75.31,2.854,126.0892903,7.951,2010,August,34,3,51,0,1908278.27
13,2010-09-03,1911852.58,0,65.71,2.868,126.1019355,7.951,2010,September,35,3,51,0,1911852.58
13,2010-09-10,1772143.94,1,65.74,2.87,126.1145806,7.951,2010,September,36,3,51,0,1772143.94
13,2010-09-17,1790279.74,0,66.84,2.875,126.1454667,7.951,2010,September,37,3,51,0,1790279.74
13,2010-09-24,1705655.09,0,68.22,2.872,126.1900333,7.951,2010,September,38,3,51,0,1705655.09
13,2010-10-01,1765584.48,0,68.74,2.853,126.2346,7.795,2010,October,39,4,51,0,1765584.48
13,2010-10-08,1871924.07,0,63.03,2.841,126.2791667,7.795,2010,October,40,4,51,0,1871924.07
13,2010-10-15,1851431.06,0,54.12,2.845,126.3266774,7.795,2010,October,41,4,51,0,1851431.06
13,2010-10-22,1796949.59,0,56.89,2.849,126.3815484,7.795,2010,October,42,4,51,0,1796949.59
13,2010-10-29,1887895.07,0,45.12,2.841,126.4364194,7.795,2010,October,43,4,51,0,1887895.07
13,2010-11-05,1854967.66,0,49.96,2.831,126.4912903,7.795,2010,November,44,4,51,0,1854967.66
13,2010-11-12,1939964.63,0,42.55,2.831,126.5461613,7.795,2010,November,45,4,51,0,1939964.63
13,2010-11-19,1925393.91,0,42.0,2.842,126.6072,7.795,2010,November,46,4,51,0,1925393.91
13,2010-11-26,2766400.05,1,28.22,2.83,126.6692667,7.795,2010,November,47,4,51,0,960746.04
13,2010-12-03,2083379.89,0,25.8,2.812,126.7313333,7.795,2010,December,48,4,51,0,2083379.89
13,2010-12-10,2461468.35,0,36.78,2.817,126.7934,7.795,2010,December,49,4,51,0,2461468.35
13,2010-12-17,2771646.81,0,35.21,2.842,126.8794839,7.795,2010,December,50,4,51,1,960746.04
13,2010-12-24,3595903.2,0,34.9,2.846,126.9835806,7.795,2010,December,51,4,51,0,960746.04
13,2010-12-31,1675292.0,1,26.79,2.868,127.0876774,7.795,2010,December,52,4,51,0,1675292.0
13,2011-01-07,1744544.39,0,16.94,2.891,127.1917742,7.47,2011,January,1,1,51,0,1744544.39
13,2011-01-14,1682316.31,0,20.6,2.903,127.3009355,7.47,2011,January,2,1,51,0,1682316.31
13,2011-01-21,1770177.37,0,34.8,2.934,127.4404839,7.47,2011,January,3,1,51,0,1770177.37
13,2011-01-28,1633663.12,0,31.64,2.96,127.5800323,7.47,2011,January,4,1,51,0,1633663.12
13,2011-02-04,1848186.58,0,23.35,2.974,127.7195806,7.47,2011,February,5,1,51,0,1848186.58
13,2011-02-11,1944438.9,1,30.83,3.034,127.859129,7.47,2011,February,6,1,51,0,1944438.9
13,2011-02-18,2003480.59,0,40.85,3.062,127.99525,7.47,2011,February,7,1,51,0,2003480.59
13,2011-02-25,1831933.95,0,33.17,3.12,128.13,7.47,2011,February,8,1,51,0,1831933.95
13,2011-03-04,1894960.68,0,34.23,3.23,128.26475,7.47,2011,March,9,1,51,0,1894960.68
13,2011-03-11,1852432.58,0,41.28,3.346,128.3995,7.47,2011,March,10,1,51,0,1852432.58
13,2011-03-18,1852443.78,0,44.69,3.407,128.5121935,7.47,2011,March,11,1,51,0,1852443.78
13,2011-03-25,1807545.43,0,42.38,3.435,128.6160645,7.47,2011,March,12,1,51,0,1807545.43
13,2011-04-01,1864238.64,0,42.49,3.487,128.7199355,7.193,2011,April,13,2,51,0,1864238.64
13,2011-04-08,1887465.04,0,42.75,3.547,128.8238065,7.193,2011,April,14,2,51,0,1887465.04
13,2011-04-15,1950994.04,0,41.72,3.616,128.9107333,7.193,2011,April,15,2,51,0,1950994.04
13,2011-04-22,2124316.34,0,47.55,3.655,128.9553,7.193,2011,April,16,2,51,0,2124316.34
13,2011-04-29,1895583.12,0,43.85,3.683,128.9998667,7.193,2011,April,17,2,51,0,1895583.12
13,2011-05-06,1986380.4,0,47.75,3.744,129.0444333,7.193,2011,May,18,2,51,0,1986380.4
13,2011-05-13,1958823.56,0,52.4,3.77,129.089,7.193,2011,May,19,2,51,0,1958823.56
13,2011-05-20,1860923.55,0,52.12,3.802,129.0756774,7.193,2011,May,20,2,51,0,1860923.55
13,2011-05-27,1866369.93,0,54.62,3.778,129.0623548,7.193,2011,May,21,2,51,0,1866369.93
13,2011-06-03,1935593.87,0,52.76,3.752,129.0490323,7.193,2011,June,22,2,51,0,1935593.87
13,2011-06-10,1997816.98,0,61.39,3.732,129.0357097,7.193,2011,June,23,2,51,0,1997816.98
13,2011-06-17,2086433.49,0,63.35,3.704,129.0432,7.193,2011,June,24,2,51,0,2086433.49
13,2011-06-24,2009163.08,0,66.38,3.668,129.0663,7.193,2011,June,25,2,51,0,2009163.08
13,2011-07-01,2048035.74,0,74.29,3.613,129.0894,6.877,2011,July,26,3,51,0,2048035.74
13,2011-07-08,2021699.38,0,77.3,3.563,129.1125,6.877,2011,July,27,3,51,0,2021699.38
13,2011-07-15,1956813.31,0,75.59,3.553,129.1338387,6.877,2011,July,28,3,51,0,1956813.31
13,2011-07-22,1987089.36,0,78.5,3.563,129.1507742,6.877,2011,July,29,3,51,0,1987089.36
13,2011-07-29,1880785.69,0,77.62,3.574,129.1677097,6.877,2011,July,30,3,51,0,1880785.69
13,2011-08-05,2076231.8,0,75.56,3.595,129.1846452,6.877,2011,August,31,3,51,0,2076231.8
13,2011-08-12,1970341.38,0,75.95,3.606,129.2015806,6.877,2011,August,32,3,51,0,1970341.38
13,2011-08-19,2090340.98,0,76.68,3.578,129.2405806,6.877,2011,August,33,3,51,0,2090340.98
13,2011-08-26,2035244.54,0,81.53,3.57,129.2832581,6.877,2011,August,34,3,51,0,2035244.54
13,2011-09-02,1953628.82,0,77.0,3.58,129.3259355,6.877,2011,September,35,3,51,0,1953628.82
13,2011-09-09,1872921.31,1,70.19,3.619,129.3686129,6.877,2011,September,36,3,51,0,1872921.31
13,2011-09-16,1923223.82,0,67.54,3.641,129.4306,6.877,2011,September,37,3,51,0,1923223.82
13,2011-09-23,1847430.96,0,63.6,3.648,129.5183333,6.877,2011,September,38,3,51,0,1847430.96
13,2011-09-30,1835662.69,0,68.28,3.623,129.6060667,6.877,2011,September,39,3,51,0,1835662.69
13,2011-10-07,2067232.56,0,60.62,3.592,129.6938,6.392,2011,October,40,4,51,0,2067232.56
13,2011-10-14,1929659.07,0,51.74,3.567,129.7706452,6.392,2011,October,41,4,51,0,1929659.07
13,2011-10-21,1973544.27,0,54.66,3.579,129.7821613,6.392,2011,October,42,4,51,0,1973544.27
13,2011-10-28,1948733.81,0,47.41,3.567,129.7936774,6.392,2011,October,43,4,51,0,1948733.81
13,2011-11-04,2036317.54,0,43.51,3.538,129.8051935,6.392,2011,November,44,4,51,0,2036317.54
13,2011-11-11,2111592.09,0,33.8,3.513,129.8167097,6.392,2011,November,45,4,51,0,2111592.09
13,2011-11-18,2016323.51,0,40.65,3.489,129.8268333,6.392,2011,November,46,4,51,0,2016323.51
13,2011-11-25,2864170.61,1,38.89,3.445,129.8364,6.392,2011,November,47,4,51,0,960746.04
13,2011-12-02,2051315.66,0,33.94,3.389,129.8459667,6.392,2011,December,48,4,51,0,2051315.66
13,2011-12-09,2462779.06,0,24.82,3.341,129.8555333,6.392,2011,December,49,4,51,0,2462779.06
13,2011-12-16,2760346.71,0,27.85,3.282,129.8980645,6.392,2011,December,50,4,51,1,960746.04
13,2011-12-23,3556766.03,0,24.76,3.186,129.9845484,6.392,2011,December,51,4,51,0,960746.04
13,2011-12-30,1969056.91,1,31.53,3.119,130.0710323,6.392,2011,December,52,4,51,0,1969056.91
13,2012-01-06,1865752.78,0,33.8,3.08,130.1575161,6.104,2012,January,1,1,52,0,1865752.78
13,2012-01-13,1794962.64,0,25.61,3.056,130.244,6.104,2012,January,2,1,52,0,1794962.64
13,2012-01-20,1811606.21,0,32.71,3.047,130.2792258,6.104,2012,January,3,1,52,0,1811606.21
13,2012-01-27,1733983.09,0,34.32,3.058,130.3144516,6.104,2012,January,4,1,52,0,1733983.09
13,2012-02-03,1927780.74,0,31.39,3.077,130.3496774,6.104,2012,February,5,1,52,0,1927780.74
13,2012-02-10,2069284.57,1,33.73,3.116,130.3849032,6.104,2012,February,6,1,52,0,2069284.57
13,2012-02-17,2214477.06,0,36.57,3.119,130.4546207,6.104,2012,February,7,1,52,0,2214477.06
13,2012-02-24,1929768.03,0,35.38,3.145,130.5502069,6.104,2012,February,8,1,52,0,1929768.03
13,2012-03-02,1969742.76,0,32.36,3.242,130.6457931,6.104,2012,March,9,1,52,0,1969742.76
13,2012-03-09,1986445.65,0,38.24,3.38,130.7413793,6.104,2012,March,10,1,52,0,1986445.65
13,2012-03-16,2025582.62,0,52.5,3.529,130.8261935,6.104,2012,March,11,1,52,0,2025582.62
13,2012-03-23,1904421.74,0,47.83,3.671,130.8966452,6.104,2012,March,12,1,52,0,1904421.74
13,2012-03-30,1948982.7,0,53.2,3.734,130.9670968,6.104,2012,March,13,1,52,0,1948982.7
13,2012-04-06,2271614.76,0,48.85,3.793,131.0375484,5.965,2012,April,14,2,52,0,2271614.76
13,2012-04-13,2057637.86,0,51.7,3.833,131.108,5.965,2012,April,15,2,52,0,2057637.86
13,2012-04-20,1955689.12,0,50.24,3.845,131.1173333,5.965,2012,April,16,2,52,0,1955689.12
13,2012-04-27,1970121.65,0,64.8,3.842,131.1266667,5.965,2012,April,17,2,52,0,1970121.65
13,2012-05-04,1995994.51,0,54.41,3.831,131.136,5.965,2012,May,18,2,52,0,1995994.51
13,2012-05-11,2080764.17,0,56.47,3.809,131.1453333,5.965,2012,May,19,2,52,0,2080764.17
13,2012-05-18,2131900.55,0,65.17,3.808,131.0983226,5.965,2012,May,20,2,52,0,2131900.55
